Scenario,Region,Battery_cost_Region,Battery_cost_Measure,Year,Battery_cost,Sales,Total_cost
Reference,Southeast Asia,World,Max,2018,8440.314438555162,49523.0,417989691.94056726
Reference,Southeast Asia,World,Max,2019,8440.314438555162,49523.0,417989691.94056726
Reference,Southeast Asia,World,Max,2020,8440.314438555162,32946.999999999796,278083039.80707526
Reference,Southeast Asia,World,Max,2021,8085.687520347013,33968.9999999997,274662719.37866527
Reference,Southeast Asia,World,Max,2022,7732.029528144896,69276.9999999998,535651809.6212924
Reference,Southeast Asia,World,Max,2023,7378.371535942781,74254.99999999991,547880978.4014305
Reference,Southeast Asia,World,Max,2024,7024.713543740664,88828.9999999998,623998279.376938
Reference,Southeast Asia,World,Max,2025,6670.0866255325145,108706.9999999999,725085106.8017625
Reference,Southeast Asia,World,Max,2026,6316.428633330399,143350.9999999996,905466361.0165435
Reference,Southeast Asia,World,Max,2027,5962.7706411282825,183920.9999999997,1096678739.0869532
Reference,Southeast Asia,World,Max,2028,5609.112648926166,219904.9999999997,1233471917.0621068
Reference,Southeast Asia,World,Max,2029,5254.485730718017,265570.9999999998,1395439029.9925137
Reference,Southeast Asia,World,Max,2030,4900.827738515901,271231.9999999996,1329261309.173143
Reference,Southeast Asia,World,Max,2031,4873.619553489537,279536.9999999997,1362356989.1238031
Reference,Southeast Asia,World,Max,2032,4846.411368463173,283198.9999999999,1372498853.1374016
Reference,Southeast Asia,World,Max,2033,4819.128640464134,267614.9999999996,1289671111.1178074
Reference,Southeast Asia,World,Max,2034,4791.920455437769,271668.9999999996,1301816238.2083213
Reference,Southeast Asia,World,Max,2035,4764.712270411405,276057.99999999977,1315336939.9452307
Reference,Southeast Asia,World,Max,2036,4737.504085385041,294315.0000000001,1394318514.890099
Reference,Southeast Asia,World,Max,2037,4710.221357386003,369320.9999999997,1739583661.9311545
Reference,Southeast Asia,World,Max,2038,4683.013172359639,480440.99999999953,2249911531.5416346
Reference,Southeast Asia,World,Max,2039,4655.804987333275,610194.9999999997,2840948924.245826
Reference,Southeast Asia,World,Max,2040,4628.596802306911,728855.9999999998,3373580550.942205
Reference,Southeast Asia,World,Max,2041,4601.314074307871,918574.9999999995,4226652075.80735
Reference,Southeast Asia,World,Max,2042,4574.105889281507,1078193.0000000005,4931768951.082098
Reference,Southeast Asia,World,Max,2043,4546.897704255143,1280772.9999999995,5823543813.37197
Reference,Southeast Asia,World,Max,2044,4519.689519228779,1533102.9999999995,6929149560.998198
Reference,Southeast Asia,World,Max,2045,4492.4067912297405,1761356.0,7912727656.173251
Reference,Southeast Asia,World,Max,2046,4465.198606203377,2068746.0,9237361755.78881
Reference,Southeast Asia,World,Max,2047,4437.990421177012,2401320.0,10657035158.180782
Reference,Southeast Asia,World,Max,2048,4410.782236150648,2724931.0,12019077249.53622
Reference,Southeast Asia,World,Max,2049,4383.499508151609,3030771.999999999,13285387571.319664
Reference,Southeast Asia,World,Max,2050,4356.291323125245,3383617.0,14740021377.879074
Reference,Southeast Asia,World,Min,2018,7078.973400078524,49523.0,350571999.6920887
Reference,Southeast Asia,World,Min,2019,7078.973400078524,49523.0,350571999.6920887
Reference,Southeast Asia,World,Min,2020,7078.973400078524,32946.999999999796,233230936.61238572
Reference,Southeast Asia,World,Min,2021,6778.904469287013,33968.9999999997,230272605.91720852
Reference,Southeast Asia,World,Min,2022,6479.655398962145,69276.9999999998,448891087.07389927
Reference,Southeast Asia,World,Min,2023,6180.4063286372775,74254.99999999991,458926071.93296045
Reference,Southeast Asia,World,Min,2024,5881.15725831241,88828.9999999998,522417318.09863186
Reference,Southeast Asia,World,Min,2025,5581.088327520899,108706.9999999999,606703368.8198137
Reference,Southeast Asia,World,Min,2026,5281.839257196031,143350.9999999996,757156939.3583062
Reference,Southeast Asia,World,Min,2027,4982.590186871164,183920.9999999997,916402969.75953
Reference,Southeast Asia,World,Min,2028,4683.341116546297,219904.9999999997,1029890128.234112
Reference,Southeast Asia,World,Min,2029,4383.272185754785,265570.9999999998,1164069977.643083
Reference,Southeast Asia,World,Min,2030,4084.023115429917,271231.9999999996,1107717757.6442857
Reference,Southeast Asia,World,Min,2031,4029.606745377189,279536.9999999997,1126424180.7825022
Reference,Southeast Asia,World,Min,2032,3975.190375324461,283198.9999999999,1125769939.1015117
Reference,Southeast Asia,World,Min,2033,3920.624919326383,267614.9999999996,1049218037.7855284
Reference,Southeast Asia,World,Min,2034,3866.208549273655,271668.9999999996,1050329010.372623
Reference,Southeast Asia,World,Min,2035,3811.792179220927,276057.99999999977,1052275725.4113699
Reference,Southeast Asia,World,Min,2036,3757.375809168199,294315.0000000001,1105852061.2753386
Reference,Southeast Asia,World,Min,2037,3702.810353170121,369320.9999999997,1367525622.443141
Reference,Southeast Asia,World,Min,2038,3648.393983117393,480440.99999999953,1752838053.6429017
Reference,Southeast Asia,World,Min,2039,3593.9776130646646,610194.9999999997,2193027169.6039915
Reference,Southeast Asia,World,Min,2040,3539.5612430119368,728855.9999999998,2579830449.3367076
Reference,Southeast Asia,World,Min,2041,3484.9957870138587,918574.9999999995,3201230005.0562534
Reference,Southeast Asia,World,Min,2042,3430.5794169611304,1078193.0000000005,3698826713.3115735
Reference,Southeast Asia,World,Min,2043,3376.1630469084025,1280772.9999999995,4324098474.078013
Reference,Southeast Asia,World,Min,2044,3321.746676855674,1533102.9999999995,5092579795.527463
Reference,Southeast Asia,World,Min,2045,3267.1812208575966,1761356.0,5754669246.444854
Reference,Southeast Asia,World,Min,2046,3212.7648508048683,2068746.0,6646394434.043168
Reference,Southeast Asia,World,Min,2047,3158.3484807521404,2401320.0,7584205373.79973
Reference,Southeast Asia,World,Min,2048,3103.932110699412,2724931.0,8458000830.34026
Reference,Southeast Asia,World,Min,2049,3049.3666547013345,3030771.999999999,9241935074.802471
Reference,Southeast Asia,World,Min,2050,2994.950284648606,3383617.0,10133764697.291862
Reference,USA,China,Max,2018,5946.805951935694,296369.9999999999,1762454879.9751809
Reference,USA,China,Max,2019,5946.805951935694,296369.9999999999,1762454879.9751809
Reference,USA,China,Max,2020,5946.805951935694,258131.99999999997,1535060913.9850643
Reference,USA,China,Max,2021,5696.945892423759,256070.99999999988,1458822631.6188436
Reference,USA,China,Max,2022,5447.768510670054,296572.0,1615655602.7464392
Reference,USA,China,Max,2023,5198.591128916349,323094.0,1679633602.2060988
Reference,USA,China,Max,2024,4949.413747162643,401230.9999999999,1985858227.1878138
Reference,USA,China,Max,2025,4699.5536876507085,533117.0000000002,2505411963.299284
Reference,USA,China,Max,2026,4450.376305897003,706793.9999999999,3145499270.7501655
Reference,USA,China,Max,2027,4201.198924143297,892800.9999999995,3750834600.6740575
Reference,USA,China,Max,2028,3952.021542389592,1046193.0000000006,4134577273.4971967
Reference,USA,China,Max,2029,3702.161482877657,1136364.9999999995,4207006733.490267
Reference,USA,China,Max,2030,3452.9841011239514,1159721.0000000002,4004498174.7395706
Reference,USA,China,Max,2031,3433.813986333317,1134147.0000000005,3894449831.1579742
Reference,USA,China,Max,2032,3414.643871542683,1082647.9999999988,3696857358.237939
Reference,USA,China,Max,2033,3395.421235889609,1022353.0000000007,3471319086.7754517
Reference,USA,China,Max,2034,3376.251121098974,962365.0,3249185910.1564145
Reference,USA,China,Max,2035,3357.0810063083404,906381.9999999988,3042797796.6597624
Reference,USA,China,Max,2036,3337.9108915177067,854111.0000000014,2850946409.4650846
Reference,USA,China,Max,2037,3318.688255864632,806922.9999999994,2677925883.4870543
Reference,USA,China,Max,2038,3299.518141073998,1056746.0000000005,3486752597.5073843
Reference,USA,China,Max,2039,3280.348026283364,1322559.9999999993,4338457085.641324
Reference,USA,China,Max,2040,3261.17791149273,1603584.9999999988,5229575981.201065
Reference,USA,China,Max,2041,3241.9552758396558,1897695.0000000023,6152242317.184543
Reference,USA,China,Max,2042,3222.7851610490216,2201836.9999999977,7096047610.648687
Reference,USA,China,Max,2043,3203.615046258388,2512171.0000000023,8048028814.373988
Reference,USA,China,Max,2044,3184.444931467753,2823557.9999999986,8991464961.805222
Reference,USA,China,Max,2045,3165.222295814679,3129956.0,9907006516.118929
Reference,USA,China,Max,2046,3146.052181024045,3424711.9999999995,10774322656.979218
Reference,USA,China,Max,2047,3126.8820662334106,3701424.000000003,11573916325.125944
Reference,USA,China,Max,2048,3107.7119514427764,3954343.999999999,12288962108.91603
Reference,USA,China,Max,2049,3088.4893157897022,4178359.9999999977,12904820217.523052
Reference,USA,China,Max,2050,3069.319200999068,4369412.000000004,13411120148.67575
Reference,USA,China,Min,2018,4987.643701623485,296369.9999999999,1478187963.8501515
Reference,USA,China,Min,2019,4987.643701623485,296369.9999999999,1478187963.8501515
Reference,USA,China,Min,2020,4987.643701623485,258131.99999999997,1287470443.9874732
Reference,USA,China,Min,2021,4776.2236512672325,256070.99999999988,1223052366.603651
Reference,USA,China,Min,2022,4565.381251321789,296572.0,1353964248.4670057
Reference,USA,China,Min,2023,4354.538851376346,323094.0,1406925375.6465893
Reference,USA,China,Min,2024,4143.696451430904,401230.9999999999,1662579470.9040725
Reference,USA,China,Min,2025,3932.276401074651,533117.0000000002,2096363398.1117156
Reference,USA,China,Min,2026,3721.434001129208,706793.9999999999,2630287223.394117
Reference,USA,China,Min,2027,3510.591601183765,892800.9999999995,3134259692.1284647
Reference,USA,China,Min,2028,3299.749201238322,1046193.0000000006,3452174516.0911255
Reference,USA,China,Min,2029,3088.3291508820694,1136364.9999999995,3509469155.5421014
Reference,USA,China,Min,2030,2877.4867509366263,1159721.0000000002,3337081812.2829757
Reference,USA,China,Min,2031,2839.146521355358,1134147.0000000005,3220009509.755616
Reference,USA,China,Min,2032,2800.80629177409,1082647.9999999988,3032287330.1766315
Reference,USA,China,Min,2033,2762.361020467941,1022353.0000000007,2824108076.358463
Reference,USA,China,Min,2034,2724.020790886673,962365.0,2621502268.421653
Reference,USA,China,Min,2035,2685.6805613054044,906381.9999999988,2434252518.517112
Reference,USA,China,Min,2036,2647.3403317241364,854111.0000000014,2261122498.0692377
Reference,USA,China,Min,2037,2608.895060417988,806922.9999999994,2105177428.8376627
Reference,USA,China,Min,2038,2570.5548308367192,1056746.0000000005,2716423535.2673807
Reference,USA,China,Min,2039,2532.2146012554517,1322559.9999999993,3349005743.0364084
Reference,USA,China,Min,2040,2493.874371674183,1603584.9999999988,3999139534.3011417
Reference,USA,China,Min,2041,2455.429100368034,1897695.0000000023,4659655526.622922
Reference,USA,China,Min,2042,2417.088870786766,2201836.9999999977,5322035707.986515
Reference,USA,China,Min,2043,2378.7486412054977,2512171.0000000023,5975823352.725862
Reference,USA,China,Min,2044,2340.4084116242293,2823557.9999999986,6608278893.908882
Reference,USA,China,Min,2045,2301.963140318081,3129956.0,7205043342.81742
Reference,USA,China,Min,2046,2263.6229107368126,3424711.9999999995,7752256545.87529
Reference,USA,China,Min,2047,2225.282681155544,3701424.000000003,8236714722.813485
Reference,USA,China,Min,2048,2186.942451574276,3954343.999999999,8647922761.728027
Reference,USA,China,Min,2049,2148.4971802681275,4178359.9999999977,8977194678.145128
Reference,USA,China,Min,2050,2110.156950686859,4369412.000000004,9220145102.214579
Reference,USA,USA,Max,2018,13159.89631048555,296369.9999999999,3900198469.538601
Reference,USA,USA,Max,2019,13159.89631048555,296369.9999999999,3900198469.538601
Reference,USA,USA,Max,2020,13159.89631048555,258131.99999999997,3396990354.418256
Reference,USA,USA,Max,2021,12606.972185857185,256070.99999999988,3228279974.604634
Reference,USA,USA,Max,2022,12055.558782880806,296572.0,3575341179.3565264
Reference,USA,USA,Max,2023,11504.145379904428,323094.0,3716920347.374841
Reference,USA,USA,Max,2024,10952.73197692805,401230.9999999999,4394575603.834817
Reference,USA,USA,Max,2025,10399.807852299682,533117.0000000002,5544314362.794452
Reference,USA,USA,Max,2026,9848.394449323305,706793.9999999999,6960786106.415015
Reference,USA,USA,Max,2027,9296.981046346926,892800.9999999995,8300353975.159577
Reference,USA,USA,Max,2028,8745.567643370548,1046193.0000000006,9149551649.52077
Reference,USA,USA,Max,2029,8192.643518742181,1136364.9999999995,9309833352.175455
Reference,USA,USA,Max,2030,7641.230115765803,1159721.0000000002,8861695031.086035
Reference,USA,USA,Max,2031,7598.807893661392,1134147.0000000005,8618165176.17239
Reference,USA,USA,Max,2032,7556.385671556981,1082647.9999999988,8180905834.539813
Reference,USA,USA,Max,2033,7513.84722418653,1022353.0000000007,7681804251.188777
Reference,USA,USA,Max,2034,7471.425002082118,962365.0,7190237922.128757
Reference,USA,USA,Max,2035,7429.002779977707,906381.9999999988,6733514397.7217455
Reference,USA,USA,Max,2036,7386.580557873296,854111.0000000014,6308959706.865729
Reference,USA,USA,Max,2037,7344.042110502845,806922.9999999994,5926076491.933283
Reference,USA,USA,Max,2038,7301.619888398434,1056746.0000000005,7715957610.585495
Reference,USA,USA,Max,2039,7259.197666294023,1322559.9999999993,9600724465.53382
Reference,USA,USA,Max,2040,7216.775444189611,1603584.9999999988,11572712850.67079
Reference,USA,USA,Max,2041,7174.236996819161,1897695.0000000023,13614513677.678753
Reference,USA,USA,Max,2042,7131.81477471475,2201836.9999999977,15703093648.113583
Reference,USA,USA,Max,2043,7089.3925526103385,2512171.0000000023,17809766378.283684
Reference,USA,USA,Max,2044,7046.970330505927,2823557.9999999986,19897529452.462646
Reference,USA,USA,Max,2045,7004.431883135477,3129956.0,21923563599.211185
Reference,USA,USA,Max,2046,6962.009661031066,3424711.9999999995,23842878030.24902
Reference,USA,USA,Max,2047,6919.587438926654,3701424.000000003,25612327016.541668
Reference,USA,USA,Max,2048,6877.165216822243,3954343.999999999,27194677012.149727
Reference,USA,USA,Max,2049,6834.626769451792,4178359.9999999977,28557531108.406574
Reference,USA,USA,Max,2050,6792.204547347381,4369412.000000004,29677940055.63424
Reference,USA,USA,Min,2018,11037.332389439493,296369.9999999999,3271134200.258181
Reference,USA,USA,Min,2019,11037.332389439493,296369.9999999999,3271134200.258181
Reference,USA,USA,Min,2020,11037.332389439493,258131.99999999997,2849088684.350795
Reference,USA,USA,Min,2021,10569.47351475395,256070.99999999988,2706535652.396558
Reference,USA,USA,Min,2022,10102.892943004708,296572.0,2996235165.892792
Reference,USA,USA,Min,2023,9636.312371255466,323094.0,3113434709.278414
Reference,USA,USA,Min,2024,9169.731799506222,401230.9999999999,3679180659.64768
Reference,USA,USA,Min,2025,8701.87292482068,533117.0000000002,4639116388.061628
Reference,USA,USA,Min,2026,8235.29235307144,706793.9999999999,5820655223.396774
Reference,USA,USA,Min,2027,7768.711781322196,892800.9999999995,6935913647.076234
Reference,USA,USA,Min,2028,7302.131209572954,1046193.0000000006,7639438556.536761
Reference,USA,USA,Min,2029,6834.272334887412,1136364.9999999995,7766227881.8343315
Reference,USA,USA,Min,2030,6367.691763138169,1159721.0000000002,7384745859.238362
Reference,USA,USA,Min,2031,6282.847318929347,1134147.0000000005,7125672438.2217655
Reference,USA,USA,Min,2032,6198.002874720524,1082647.9999999988,6710255416.310419
Reference,USA,USA,Min,2033,6112.925979979623,1022353.0000000007,6249568214.410111
Reference,USA,USA,Min,2034,6028.081535770801,962365.0,5801214687.172067
Reference,USA,USA,Min,2035,5943.237091561978,906381.9999999988,5386843121.524121
Reference,USA,USA,Min,2036,5858.392647353156,854111.0000000014,5003717602.423459
Reference,USA,USA,Min,2037,5773.315752612254,806922.9999999994,4658621267.045135
Reference,USA,USA,Min,2038,5688.471308403431,1056746.0000000005,6011269301.270095
Reference,USA,USA,Min,2039,5603.626864194609,1322559.9999999993,7411132745.509218
Reference,USA,USA,Min,2040,5518.782419985786,1603584.9999999988,8849836706.9529
Reference,USA,USA,Min,2041,5433.7055252448845,1897695.0000000023,10311515806.729603
Reference,USA,USA,Min,2042,5348.861081036062,2201836.9999999977,11777320236.085188
